insiderthreat,vector,date,user,source,action
1,2,1284076800,CCH0959,PC-0588,Connect
1,2,1284076800,CCH0959,PC-0588,Disconnect
1,2,1284076800,CCH0959,PC-0588,Connect
1,2,1284076800,CCH0959,PC-0588,Disconnect
1,2,1284076800,CCH0959,PC-0588,Connect
1,2,1284076800,CCH0959,PC-0588,Disconnect
1,2,1284336000,CCH0959,PC-0588,Connect
1,2,1284336000,CCH0959,PC-0588,Disconnect
1,2,1284336000,CCH0959,PC-0588,Connect
1,2,1284336000,CCH0959,PC-0588,Disconnect
1,2,1284336000,CCH0959,PC-0588,Connect
1,1,1284422400,Desiree.Claudia.Booth@dtaa.com,Cedric.Cyrus.Harrison@dtaa.com,23368
1,2,1284422400,CCH0959,PC-0588,Connect
1,2,1284422400,CCH0959,PC-0588,Disconnect
1,2,1284422400,CCH0959,PC-0588,Connect
1,2,1284422400,CCH0959,PC-0588,Disconnect
1,2,1284422400,CCH0959,PC-0588,Connect
1,2,1284422400,CCH0959,PC-0588,Disconnect
1,2,1284422400,CCH0959,PC-0588,Connect
1,2,1284422400,CCH0959,PC-0588,Disconnect
1,2,1284422400,CCH0959,PC-0588,Connect
1,2,1284422400,CCH0959,PC-0588,Disconnect
1,2,1284422400,CCH0959,PC-0588,Connect
1,2,1284422400,CCH0959,PC-0588,Disconnect
1,2,1284422400,CCH0959,PC-0588,Connect
1,2,1284422400,CCH0959,PC-0588,Disconnect
1,2,1284508800,CCH0959,PC-0588,Connect
1,2,1284508800,CCH0959,PC-0588,Disconnect
1,2,1284508800,CCH0959,PC-0588,Connect
1,2,1284508800,CCH0959,PC-0588,Disconnect
1,2,1284508800,CCH0959,PC-0588,Connect
1,2,1284595200,CCH0959,PC-0588,Connect
1,2,1284595200,CCH0959,PC-0588,Disconnect
1,2,1284595200,CCH0959,PC-0588,Connect
1,2,1284595200,CCH0959,PC-0588,Disconnect
1,2,1284595200,CCH0959,PC-0588,Connect
1,2,1284595200,CCH0959,PC-0588,Disconnect
1,2,1284595200,CCH0959,PC-0588,Connect
1,2,1284595200,CCH0959,PC-0588,Disconnect
1,2,1284595200,CCH0959,PC-0588,Connect
1,2,1284595200,CCH0959,PC-0588,Disconnect
1,2,1284595200,CCH0959,PC-0588,Connect
1,2,1284595200,CCH0959,PC-0588,Disconnect
1,2,1284681600,CCH0959,PC-0588,Connect
1,2,1284681600,CCH0959,PC-0588,Disconnect
1,2,1284681600,CCH0959,PC-0588,Connect
1,2,1284681600,CCH0959,PC-0588,Disconnect
1,2,1284681600,CCH0959,PC-0588,Connect
1,2,1284681600,CCH0959,PC-0588,Disconnect
1,2,1284681600,CCH0959,PC-0588,Connect
1,2,1284681600,CCH0959,PC-0588,Disconnect
1,2,1284681600,CCH0959,PC-0588,Connect
1,2,1284681600,CCH0959,PC-0588,Disconnect
1,2,1284940800,CCH0959,PC-0588,Connect
1,2,1284940800,CCH0959,PC-0588,Disconnect
1,2,1284940800,CCH0959,PC-0588,Connect
1,2,1284940800,CCH0959,PC-0588,Disconnect
1,2,1284940800,CCH0959,PC-0588,Connect
1,2,1284940800,CCH0959,PC-0588,Disconnect
1,2,1285027200,CCH0959,PC-0588,Connect
1,2,1285027200,CCH0959,PC-0588,Disconnect
1,2,1285027200,CCH0959,PC-0588,Connect
1,2,1285027200,CCH0959,PC-0588,Disconnect
1,2,1285113600,CCH0959,PC-0588,Connect
1,2,1285113600,CCH0959,PC-0588,Disconnect
1,2,1285113600,CCH0959,PC-0588,Connect
1,2,1285113600,CCH0959,PC-0588,Disconnect
1,2,1285113600,CCH0959,PC-0588,Connect
1,2,1285113600,CCH0959,PC-0588,Disconnect
1,2,1285113600,CCH0959,PC-0588,Connect
1,2,1285113600,CCH0959,PC-0588,Disconnect
1,2,1285113600,CCH0959,PC-0588,Connect
1,2,1285113600,CCH0959,PC-0588,Disconnect
1,2,1285113600,CCH0959,PC-0588,Connect
1,2,1285113600,CCH0959,PC-0588,Disconnect
1,2,1285200000,CCH0959,PC-0588,Connect
1,2,1285200000,CCH0959,PC-0588,Disconnect
1,2,1285200000,CCH0959,PC-0588,Connect
1,2,1285200000,CCH0959,PC-0588,Disconnect
1,2,1285200000,CCH0959,PC-0588,Connect
1,2,1285200000,CCH0959,PC-0588,Disconnect
1,2,1285200000,CCH0959,PC-0588,Connect
1,2,1285200000,CCH0959,PC-0588,Disconnect
1,2,1285200000,CCH0959,PC-0588,Connect
1,2,1285200000,CCH0959,PC-0588,Disconnect
1,2,1285200000,CCH0959,PC-0588,Connect
1,2,1285286400,CCH0959,PC-0588,Connect
1,2,1285286400,CCH0959,PC-0588,Disconnect
1,2,1285286400,CCH0959,PC-0588,Connect
1,2,1285286400,CCH0959,PC-0588,Disconnect
1,2,1285545600,CCH0959,PC-0588,Connect
1,2,1285545600,CCH0959,PC-0588,Disconnect
1,2,1285545600,CCH0959,PC-0588,Connect
1,2,1285545600,CCH0959,PC-0588,Disconnect
1,2,1285545600,CCH0959,PC-0588,Connect
1,2,1285545600,CCH0959,PC-0588,Disconnect
1,2,1285545600,CCH0959,PC-0588,Connect
1,2,1285545600,CCH0959,PC-0588,Disconnect
1,2,1285545600,CCH0959,PC-0588,Connect
1,2,1285545600,CCH0959,PC-0588,Disconnect
1,2,1285632000,CCH0959,PC-0588,Connect
1,2,1285632000,CCH0959,PC-0588,Disconnect
1,2,1285632000,CCH0959,PC-0588,Connect
1,2,1285632000,CCH0959,PC-0588,Disconnect
1,2,1285718400,CCH0959,PC-0588,Connect
1,2,1285718400,CCH0959,PC-0588,Disconnect
1,2,1285718400,CCH0959,PC-0588,Connect
1,2,1285718400,CCH0959,PC-0588,Disconnect
1,2,1285718400,CCH0959,PC-0588,Connect
1,2,1285718400,CCH0959,PC-0588,Disconnect
1,2,1285718400,CCH0959,PC-0588,Connect
1,2,1285718400,CCH0959,PC-0588,Disconnect
1,2,1285804800,CCH0959,PC-0588,Connect
1,2,1285804800,CCH0959,PC-0588,Disconnect
1,2,1285804800,CCH0959,PC-0588,Connect
1,2,1285804800,CCH0959,PC-0588,Disconnect
1,2,1285804800,CCH0959,PC-0588,Connect
1,2,1285804800,CCH0959,PC-0588,Disconnect
1,2,1285804800,CCH0959,PC-0588,Connect
1,2,1285804800,CCH0959,PC-0588,Disconnect
1,3,1285718400,RCW0822,PC-1251,Logon
1,2,1285718400,RCW0822,PC-1251,Connect
1,2,1285804800,RCW0822,PC-1251,Disconnect
1,2,1285804800,RCW0822,PC-1251,Connect
1,2,1285804800,RCW0822,PC-1251,Disconnect
1,3,1285804800,RCW0822,PC-1251,Logoff
1,3,1285977600,RCW0822,PC-1251,Logon
1,2,1285977600,RCW0822,PC-1251,Connect
1,2,1285977600,RCW0822,PC-1251,Disconnect
1,3,1285977600,RCW0822,PC-1251,Logoff
1,3,1286323200,RCW0822,PC-1251,Logon
1,2,1286323200,RCW0822,PC-1251,Connect
1,0,1286323200,RCW0822,PC-1251,http://wikileaks.org
1,2,1286409600,RCW0822,PC-1251,Disconnect
1,3,1286409600,RCW0822,PC-1251,Logoff
1,3,1286496000,RCW0822,PC-1251,Logon
1,2,1286496000,RCW0822,PC-1251,Connect
1,2,1286496000,RCW0822,PC-1251,Disconnect
1,3,1286496000,RCW0822,PC-1251,Logoff
1,3,1287100800,RCW0822,PC-1251,Logon
1,2,1287100800,RCW0822,PC-1251,Connect
1,0,1287100800,RCW0822,PC-1251,http://wikileaks.org
1,2,1287100800,RCW0822,PC-1251,Disconnect
1,3,1287100800,RCW0822,PC-1251,Logoff
0,0,1262872980,DTAA/BAF0379,PC-3645,http://slickdeals.net
0,0,1262872980,DTAA/ARC0677,PC-0465,http://google.com
0,0,1262872980,DTAA/AJS0917,PC-2082,http://youtube.com
0,0,1262872980,DTAA/AJC0266,PC-4661,http://google.com
0,0,1262872980,DTAA/AMA0191,PC-4736,http://google.com
0,0,1262872980,DTAA/AZC0030,PC-4724,http://linkedin.com
0,0,1262872980,DTAA/HPF0958,PC-3782,http://amazon.com
0,0,1262872980,DTAA/ACL0865,PC-0124,http://google.com
0,0,1262872980,DTAA/TDW0348,PC-4642,http://huffingtonpost.com
0,0,1262872980,DTAA/KTM0960,PC-0590,http://wax.timewarm.net
0,0,1262872980,DTAA/BAE0444,PC-3270,http://google.com
0,0,1262872980,DTAA/BAK0787,PC-0433,http://aol.com
0,0,1262872980,DTAA/CRM0058,PC-1892,http://huffingtonpost.com
1,0,1282521600,HFC0492,PC-4332,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1282521600,HFC0492,PC-4332,http://hp.com/WboUhagvat1944152218.jsp
1,0,1282521600,HFC0492,PC-4332,http://harris.com/WboUhagvat1919385663.htm
1,0,1282521600,HFC0492,PC-4332,http://job-hunt.org/WboUhagvat919122234.html
1,0,1282521600,HFC0492,PC-4332,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1282521600,HFC0492,PC-4332,http://indeed.com/WboUhagvat1680703797.html
1,0,1282608000,HFC0492,PC-4332,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1282608000,HFC0492,PC-4332,http://job-hunt.org/WboUhagvat919122234.html
1,0,1282608000,HFC0492,PC-4332,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1282608000,HFC0492,PC-4332,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1282608000,HFC0492,PC-4332,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1282608000,HFC0492,PC-4332,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1282608000,HFC0492,PC-4332,http://boeing.com/WboUhagvat1904327536.htm
1,0,1282608000,HFC0492,PC-4332,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1282608000,HFC0492,PC-4332,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1282608000,HFC0492,PC-4332,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1282608000,HFC0492,PC-4332,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1282608000,HFC0492,PC-4332,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1282608000,HFC0492,PC-4332,http://harris.com/WboUhagvat1919385663.htm
1,0,1282608000,HFC0492,PC-4332,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1282608000,HFC0492,PC-4332,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1282608000,HFC0492,PC-4332,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1282608000,HFC0492,PC-4332,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1282608000,HFC0492,PC-4332,http://job-hunt.org/WboUhagvat919122234.html
1,0,1282608000,HFC0492,PC-4332,http://indeed.com/WboUhagvat1680703797.html
1,0,1282608000,HFC0492,PC-4332,http://hp.com/WboUhagvat1944152218.jsp
1,0,1282694400,HFC0492,PC-4332,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1282694400,HFC0492,PC-4332,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1282694400,HFC0492,PC-4332,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1282694400,HFC0492,PC-4332,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1282694400,HFC0492,PC-4332,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1282694400,HFC0492,PC-4332,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1282780800,HFC0492,PC-4332,http://indeed.com/WboUhagvat1680703797.html
1,0,1282780800,HFC0492,PC-4332,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1282780800,HFC0492,PC-4332,http://job-hunt.org/WboUhagvat919122234.html
1,0,1282780800,HFC0492,PC-4332,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1282780800,HFC0492,PC-4332,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1282867200,HFC0492,PC-4332,http://harris.com/WboUhagvat1919385663.htm
1,0,1282867200,HFC0492,PC-4332,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1282867200,HFC0492,PC-4332,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1282867200,HFC0492,PC-4332,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1282867200,HFC0492,PC-4332,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1282867200,HFC0492,PC-4332,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1283126400,HFC0492,PC-4332,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1283126400,HFC0492,PC-4332,http://monster.com/WboUhagvat1180707852.html
1,0,1283126400,HFC0492,PC-4332,http://hp.com/WboUhagvat1944152218.jsp
1,0,1283126400,HFC0492,PC-4332,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1283212800,HFC0492,PC-4332,http://boeing.com/WboUhagvat1904327536.htm
1,0,1283212800,HFC0492,PC-4332,http://harris.com/WboUhagvat1919385663.htm
1,0,1283212800,HFC0492,PC-4332,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1283212800,HFC0492,PC-4332,http://monster.com/WboUhagvat1180707852.html
1,1,1283212800,HFC0492,PC-4332,Banks-Kellie@harris.com
1,1,1283212800,HFC0492,PC-4332,Banks-Kellie@harris.com
